id,source,name,lat,lon,city_display,city_norm,state,oven_label,oven_confidence,oven_evidence,website,dup_count
osm:node/10030484717,osm,Orchard Farmstand,41.5735648,-82.8326182,,,,unknown,0.0,,https://orchardoncatawba.com/,1
osm:node/10032069179,osm,Domino's,46.4543623,-90.1684121,Ironwood,ironwood,MI,unknown,0.0,,https://pizza.dominos.com/michigan/ironwood/135-e-aurora-st,1
osm:node/10032231095,osm,Francesca's Brick Oven Pizzeria,42.1474914,-83.2654714,Brownstown Township,brownstown township,MI,wood_or_coal,0.45,solid:'brick oven',,1
osm:node/10032231104,osm,Mimi's Pizzeria,42.1102952,-83.2854345,,,,unknown,0.0,,,1
osm:node/10032623917,osm,Pizza Friendly Pizza,41.9006043,-87.6867469,Chicago,chicago,IL,unknown,0.0,,https://www.pizzafriendlypizza.com/,1
osm:node/10032688923,osm,South Bay Pizza,33.8227616,-118.3851088,,,,unknown,0.0,,,1
osm:node/1003368289,osm,Round Table Pizza,38.7947212,-121.33054,,,,unknown,0.0,,,1
osm:node/10035337518,osm,Fringe Pizza,40.028724,-105.255841,Boulder,boulder,CO,unknown,0.0,,https://fringepizza.com/,1
osm:node/10037774344,osm,Mark's Pizzeria,42.9043494,-76.833147,Seneca Falls,seneca falls,NY,unknown,0.0,,https://www.markspizzeria.com/locations/seneca-falls,1
osm:node/10038084944,osm,Little Caesars,40.153512,-105.110234,,,,unknown,0.0,,https://littlecaesars.com/en-us/store/9120/,1
osm:node/10038141104,osm,Round Table Pizza,37.9743029,-120.3430401,,,,unknown,0.0,,,1
osm:node/10038241832,osm,Little Caesars,42.9259147,-85.6488049,,,,unknown,0.0,,https://littlecaesars.com/en-us/store/1378/,1
osm:node/10038320992,osm,Little Caesars,33.9751046,-117.3501037,,,,unknown,0.0,,https://littlecaesars.com/en-us/store/7818/,1
osm:node/10038519548,osm,Round Table Pizza,40.9426012,-124.1004779,,,,unknown,0.0,,,1
osm:node/10038519549,osm,Papa Murphy's,40.9422335,-124.1005123,,,,unknown,0.0,,,1
osm:node/10038519550,osm,Little Caesars,40.9414762,-124.1004514,,,,unknown,0.0,,https://littlecaesars.com/en-us/store/11709/,1
osm:node/10039787318,osm,The Pizza Bar,39.7546194,-104.9901884,Denver,denver,CO,unknown,0.0,,https://thepizzabardenver.com/,1
osm:node/10040382801,osm,Papa Murphy's,39.6237691,-105.129812,Littleton,littleton,CO,unknown,0.0,,https://locations.papamurphys.com,1
osm:node/10041139168,osm,Papa Murphy's,40.5836987,-124.145042,,,,unknown,0.0,,,1
osm:node/10041139170,osm,Round Table Pizza,40.5823752,-124.1458013,,,,unknown,0.0,,,1
osm:node/10043897061,osm,Barb's Pizza,41.6066243,-72.6784055,,,,unknown,0.0,,,1
osm:node/10043897064,osm,Zerio's,41.6028144,-72.6851253,,,,unknown,0.0,,,1
osm:node/10043972370,osm,Pizza Factory,40.493938,-124.1024775,,,,unknown,0.0,,,1
osm:node/10046090638,osm,Little Nippers 2,40.450397,-79.9508704,Pittsburgh,pittsburgh,PA,unknown,0.0,,,1
osm:node/10046326498,osm,The Liberty Pub,43.4060186,-124.2238354,,,OR,unknown,0.0,,https://www.thelibpub.com/,1
osm:node/10047749875,osm,Weekend Dreams Pizza,36.7942761,-119.8721065,,,,unknown,0.0,,,1
osm:node/10048074813,osm,HomeSlyce,39.2132605,-76.936636,Clarksville,clarksville,MD,unknown,0.0,,,1
osm:node/10048195422,osm,Oreland Pizzaria,40.1171161,-75.1833352,,,,unknown,0.0,,,1
osm:node/10048282885,osm,Pizza Town I & Italian Restaurant,40.4139001,-76.4738991,,,,unknown,0.0,,https://www.pizzatownitalianrestaurant.com,1
osm:node/10048544481,osm,Pizza Hut,34.0116525,-117.8863537,West Covina,west covina,CA,unknown,0.0,,https://locations.pizzahut.com/ca/west-covina/3646-nogales-st,1
osm:node/10048569718,osm,Famiglia Bistro Pizzeria,40.4280617,-74.248334,Matawan,matawan,NJ,unknown,0.0,,https://famigliabistropizzeria.com/,1
osm:node/10049879353,osm,John & Maria's Pizzeria & Restaurant,41.3245715,-72.834448,East Haven,east haven,CT,unknown,0.0,,http://www.johnandmariaspizza.com,1
osm:node/10049983742,osm,Papa Romano's,42.2430514,-83.2212914,,,,unknown,0.0,,,1
osm:node/10049983910,osm,Toarmina's Pizza,42.2266702,-83.2302732,,,,unknown,0.0,,,1
osm:node/10050940867,osm,Pizza Tower,39.5766347,-76.0668115,Perryville,perryville,MD,unknown,0.0,,http://www.pizzatowermdonline.com/,1
osm:node/10051016022,osm,Figaro's Pizza,43.6723256,-121.501376,La Pine,la pine,OR,unknown,0.0,,,1
osm:node/10054309670,osm,Papa Murphy's,42.2074484,-121.7503966,,,,unknown,0.0,,,1
osm:node/10056678093,osm,Alta Via Pizzeria,40.4567017,-79.9160574,Pittsburgh,pittsburgh,PA,unknown,0.0,,https://www.altaviapizzeria.com/,1
osm:node/1005932985,osm,Round Table Pizza,37.6796031,-121.7836776,,,,unknown,0.0,,,1
osm:node/10059607595,osm,Zeiderelli's Pizza,40.3892976,-77.0305789,Duncannon,duncannon,,unknown,0.0,,,1
osm:node/10060007205,osm,Mountain Mike's,38.2455324,-122.0199534,,,,unknown,0.0,,,1
osm:node/10060009172,osm,Round Table Pizza,38.2446789,-122.0212798,,,,unknown,0.0,,,1
osm:node/10061801988,osm,Snuzzels Pizza Shop,40.4694797,-75.7493854,,,,unknown,0.0,,,1
osm:node/1006231718,osm,Bortolami's Pizzeria,45.6932659,-122.6636858,,,,unknown,0.0,,,1
osm:node/10062565759,osm,Ambrosino's Pizzeria,40.5644381,-74.1336805,Staten Island,staten island,NY,unknown,0.0,,http://www.ambrosinospizzeria.com/,1
osm:node/10062764066,osm,Papa Murphy's,38.2454922,-122.0191834,,,,unknown,0.0,,,1
osm:node/10062764069,osm,Star Pizza,38.2445841,-122.0191935,,,,unknown,0.0,,,1
osm:node/10065496637,osm,Sir Pizza Treesdale,40.6683863,-80.0208789,,,,unknown,0.0,,,1
osm:node/10065580365,osm,Bacco Centro,40.2117699,-75.0111395,Richboro,richboro,PA,unknown,0.0,,https://baccocentro.com/,1
osm:node/10065639206,osm,Giovanna's Pizza,40.2951479,-75.845181,Reading,reading,PA,unknown,0.0,,https://www.giovannaspizzareading.com/,1
osm:node/10065946933,osm,Pizza Guys,37.8932981,-122.0598001,,,,unknown,0.0,,,1
osm:node/10067495440,osm,Little Caesars,38.3367849,-121.9699495,,,,unknown,0.0,,https://littlecaesars.com/en-us/store/9257/,1
osm:node/10067495442,osm,Round Table Pizza,38.336374,-121.9551577,,,,unknown,0.0,,,1
osm:node/10067495443,osm,Papa Murphy's,38.3365104,-121.9538073,Vacaville,vacaville,,unknown,0.0,,,1
osm:node/10067540215,osm,King's Roast Beef,42.5288022,-70.9041108,Salem,salem,MA,unknown,0.0,,https://www.kingsroastbeef.com,1
osm:node/10069842328,osm,Sagecliffe Pizza,47.098477,-119.9944277,,,,unknown,0.0,,,1
osm:node/10073864131,osm,Frank's Trattoria,40.73608,-73.9793659,,,,unknown,0.0,,https://frankstrattoriaonfirst.com,1
osm:node/10073933786,osm,Beggars Pizza,41.7476591,-87.5863477,Chicago,chicago,IL,unknown,0.0,,https://www.beggarspizza.com/locations/chicago-stony-island,1
osm:node/10073956274,osm,Beggars Pizza,41.7063587,-87.643252,Chicago,chicago,IL,unknown,0.0,,,1
osm:node/10073956279,osm,Beggars Pizza,41.8102082,-87.5921301,Chicago,chicago,IL,unknown,0.0,,,1
osm:node/10073962779,osm,Rosati's,41.8794018,-87.6267028,Chicago,chicago,IL,unknown,0.0,,https://myrosatischicago.com/,1
osm:node/10074073318,osm,Don Monaco Pizzeria & Catering,41.5963302,-87.847243,,,,unknown,0.0,,,1
osm:node/10076036107,osm,Crust Pizza Kitchen,43.1133431,-77.4850735,East Rochester,east rochester,NY,unknown,0.0,,,1
osm:node/10077719340,osm,Papa John's,47.882324,-122.2419516,Everett,everett,WA,unknown,0.0,,https://locations.papajohns.com/united-states/wa/98204/everett/617-128th-st-sw,1
osm:node/10078682962,osm,Home Slice,47.9496264,-124.3856553,,,,unknown,0.0,,,1
osm:node/10078964009,osm,Two Boots Pizza,40.7202096,-74.0435888,Jersey City,jersey,NJ,unknown,0.0,,,1
osm:node/10078996735,osm,"La Familia Katonah | Pizza |Katonah, NY",41.2552617,-73.6833035,Katonah,katonah,NY,unknown,0.0,,https://www.lafamiliakatonah.com,1
osm:node/10083674925,osm,Pie For the People NW,47.4214316,-121.411076,Snoqualmie Pass,snoqualmie pass,WA,unknown,0.0,,https://www.facebook.com/PieforthePeopleNW/,1
osm:node/10085749875,osm,Papa Murphy's,46.2273944,-119.265815,,,WA,unknown,0.0,,,1
osm:node/10085749877,osm,Greek Islands Cuisine,46.2273986,-119.2656064,,,WA,unknown,0.0,,,1
osm:node/10086430147,osm,Samuel Mancino's,41.5198328,-84.3059233,Archbold,archbold,OH,unknown,0.0,,https://samuelmancinosarchbold.com/,1
osm:node/10087571906,osm,Manzanita Litehouse Pub & Grub,45.7186037,-123.9179617,,,,unknown,0.0,,,1
osm:node/10088042215,osm,Mountain Mike's,38.4228402,-121.4155254,Elk Grove,elk grove,CA,unknown,0.0,,,1
osm:node/10090115000,osm,Best Italian Pizza,40.8622736,-73.8968509,,,,unknown,0.0,,,1
osm:node/10090200458,osm,Monroe Street Pizza,43.1834026,-88.990274,,,,unknown,0.0,,,1
osm:node/10090355456,osm,Straight From New York Pizza (South Commercial),44.9132466,-123.044586,Salem,salem,OR,unknown,0.0,,https://www.sfnypizza.com/south-commercial/,1
osm:node/10090539593,osm,Pizza Boli's,39.3128342,-76.6168379,Baltimore,baltimore,MD,unknown,0.0,,https://www.pizzabolis.com/locations/remington/,1
osm:node/10092163179,osm,Pronto Pizza,40.5585132,-74.1690049,,,,unknown,0.0,,,1
osm:node/10092297323,osm,Little Italy,40.7179522,-73.9574512,Brooklyn,brooklyn,NY,unknown,0.0,,,1
osm:node/10095498111,osm,Slopeside cafe,39.0692353,-108.1495979,,,,unknown,0.0,,,1
osm:node/10096025140,osm,Sbarro,40.1659781,-77.5972488,Newburg,newburg,PA,unknown,0.0,,https://sbarro.com/locations/PA/NEWBURG/Blue-Mountain-Travel-Plaza/,1
osm:node/10101217081,osm,Pizza Pie La Cantina Italiana,40.7161217,-74.0360171,Jersey City,jersey,NJ,unknown,0.0,,,1
osm:node/10104590669,osm,Piper's Mighty Good Pizza,45.4276753,-84.8950521,,,,unknown,0.0,,https://pipersmgpizza.com/,1
osm:node/10109091685,osm,Lorenzo's Pizzeria & Restaurant,41.2100536,-74.6078468,,,,unknown,0.0,,,1
osm:node/10109740887,osm,Revival Kitchen,43.2116647,-72.7865674,Londonderry,londonderry,VT,unknown,0.0,,,1
osm:node/10110259198,osm,Seabeck Pizza,47.4980617,-122.6478843,Port Orchard,port orchard,WA,unknown,0.0,,,1
osm:node/10112532080,osm,Tony's House of Pizza,42.2678532,-71.0161151,Quincy,quincy,MA,unknown,0.0,,,1
osm:node/10112958028,osm,Little Caesars,41.2601233,-77.0432955,,,,unknown,0.0,,https://littlecaesars.com/en-us/store/9929/,1
osm:node/10114596410,osm,Napoli Pizza,42.1043874,-88.0232091,,,,unknown,0.0,,,1
osm:node/10115205420,osm,Papa Murphy's,37.7234595,-121.944209,,,,unknown,0.0,,,1
osm:node/10115611873,osm,Sully's Pizza & Calzones,47.9453577,-122.3034987,Mukilteo,mukilteo,WA,unknown,0.0,,https://www.sullyspizza.com/,1
osm:node/10116520022,osm,Domino's,40.8545284,-73.9069798,Bronx,bronx,NY,unknown,0.0,,https://pizza.dominos.com/new-york/bronx/2075-jerome-ave,1
osm:node/10118131694,osm,Big E Pizza | FUGETABOUTIT!,33.790207,-118.1536669,,,,unknown,0.0,,,1
osm:node/10120011711,osm,Domino's,35.3136622,-120.8328999,Los Osos,los osos,CA,unknown,0.0,,https://pizza.dominos.com/california/los-osos/2084-9th-street-ste-a,1
osm:node/10121450029,osm,MidiCi - Wood Fired Pizza,33.9178447,-118.3536298,Hawthorne,hawthorne,CA,wood,1.0,wood:'wood fired'; wood:'wood fire',https://mymidici.com/stores/california/hawthorne/hawthorne/,1
osm:node/10121602170,osm,My Slice of Pie,33.4956618,-112.0010433,,,,unknown,0.0,,,1
osm:node/10121684582,osm,MidiCi - Wood Fired Pizza,33.9861653,-118.4419561,Marina Del Rey,marina del rey,CA,wood,1.0,wood:'wood fired'; wood:'wood fire',https://www.midicimdr.com/,1
osm:node/10121684583,osm,Midici,34.2806842,-119.2928187,Ventura,ventura,CA,unknown,0.0,,https://mymidici.com/stores/california/ventura/ventura/,1
osm:node/10121684584,osm,MidiCi - Wood Fired Pizza,36.5984144,-121.8946612,Monterey,monterey,CA,wood,1.0,wood:'wood fired'; wood:'wood fire',https://mymidici.com/stores/california/monterey/downtown-monterey/,1
osm:node/10121919365,osm,MidiCi - Wood Fired Pizza,41.8051255,-71.3414023,East Providence,east providence,RI,wood,1.0,wood:'wood fired'; wood:'wood fire',https://www.mymidicieastprovidence.com/,1
osm:node/10122770164,osm,MOD Pizza,32.1639694,-110.9906939,Tucson,tucson,AZ,unknown,0.0,,https://locations.modpizza.com/usa/az/tucson/1218-w-irvington-rd,1
osm:node/10122827492,osm,Extreme Pizza,37.6613218,-121.779817,,,,unknown,0.0,,,1
osm:node/10125207223,osm,Rush Street Pizza,33.2179036,-111.7916369,Chandler,chandler,AZ,unknown,0.0,,,1
osm:node/10125356057,osm,Valley Italian Pizza & Pasta,46.5690892,-120.4869524,,,,unknown,0.0,,,1
osm:node/10126851865,osm,Jet's Pizza,40.1196309,-83.0927982,Dublin,dublin,OH,unknown,0.0,,https://www.jetspizza.com/stores/ohio/dublin/3864-hard-rd,1
osm:node/1012753545,osm,Little Caesars,38.7691802,-121.3321015,,,,unknown,0.0,,https://littlecaesars.com/en-us/store/9309/,1
osm:node/1012786763,osm,Round Table Pizza,38.7786516,-121.28992,,,,unknown,0.0,,,1
osm:node/10128695206,osm,Domino's,40.0257404,-75.3267258,Bryn Mawr,bryn mawr,PA,unknown,0.0,,https://pizza.dominos.com/pennsylvania/bryn-mawr/1215-lancaster-ave,1
osm:node/10129192144,osm,Gus's Pizza,46.6025888,-120.5036181,,,,unknown,0.0,,,1
osm:node/10131740524,osm,Pizza Hut,33.2226395,-111.6331196,Queen Creek,queen creek,AZ,unknown,0.0,,https://locations.pizzahut.com/az/queen-creek/24871-s-ellsworth-road,1
osm:node/10131740535,osm,Mici Handcrafted Italian,33.2239961,-111.6351735,,,,unknown,0.0,,,1
osm:node/10131743864,osm,Jet's Pizza,38.5791017,-89.9843788,Fairview Heights,fairview heights,IL,unknown,0.0,,https://www.jetspizza.com/stores/illinois/fairview-heights/5200-n-illinois-st-suite-103/,1
osm:node/10134605473,osm,Bellucci's Pizzeria,40.7644002,-73.9163838,Astoria,astoria,NY,unknown,0.0,,https://belluccis.com/,1
osm:node/10135936420,osm,Amicas,38.5357036,-105.9921632,Salida,salida,CO,unknown,0.0,,https://amicassalida.com/,1
osm:node/10136652409,osm,Mondo Pizza,40.863078,-74.5727259,,,,unknown,0.0,,https://www.mondopizzanj.com/,1
osm:node/10137750445,osm,Giorgio's Italian Grill & Pizzeria,37.128701,-121.652772,Morgan Hill,morgan hill,,unknown,0.0,,https://www.giorgiositalianfood.com,1
osm:node/10138392689,osm,Andrea's Pizza,42.4616955,-71.141634,Winchester,winchester,MA,unknown,0.0,,,1
osm:node/10138492095,osm,Domino's,42.4578401,-71.138422,Winchester,winchester,MA,unknown,0.0,,https://pizza.dominos.com/massachusetts/winchester/743-main-street,1
osm:node/10138642216,osm,MOD Pizza,33.3768358,-112.1855564,Phoenix,phoenix,AZ,unknown,0.0,,https://locations.modpizza.com/usa/az/phoenix/7620-s-59th-ave,1
osm:node/10140375241,osm,Vegan Pizza,33.7884302,-117.9232832,,,,unknown,0.0,,,1
osm:node/10141342745,osm,Pizza Hut Express,36.8524517,-119.9517667,,,,unknown,0.0,,,1
osm:node/10141921601,osm,Geno's Giant Slice,33.1375707,-111.5392997,,,,unknown,0.0,,,1
osm:node/10141921838,osm,Pizza Hut,33.1613201,-111.5616907,Queen Creek,queen creek,AZ,unknown,0.0,,https://locations.pizzahut.com/az/queen-creek/561-e-bella-vista-rd,1
osm:node/10141981110,osm,Rosati's,33.161447,-111.5649461,,,,unknown,0.0,,,1
osm:node/10141981176,osm,Papa John's,33.1628456,-111.5640429,San Tan Valley,san tan valley,AZ,unknown,0.0,,https://locations.papajohns.com/united-states/az/85143/san-tan-valley/270-e-hunt-highway,1
osm:node/10141981319,osm,Little Caesars,33.1786147,-111.5841572,,,,unknown,0.0,,https://littlecaesars.com/en-us/store/12338/,1
osm:node/10141981368,osm,Hungry Howie's,33.1779204,-111.5858182,San Tan Valley,san tan valley,AZ,unknown,0.0,,,1
osm:node/1014212324,osm,Pizza Guys,37.5625314,-122.010141,,,,unknown,0.0,,,1
osm:node/10142152065,osm,Papa John's,41.2492581,-76.9838347,Williamsport,williamsport,PA,unknown,0.0,,https://locations.papajohns.com/united-states/pa/17701/williamsport/1100-washington-boulevard,1
osm:node/1014218807,osm,Mountain Mike's,37.5676247,-122.0238205,,,,unknown,0.0,,,1
osm:node/10143295481,osm,DiPaulo's Pizza,42.9909387,-78.8520848,Tonawanda,tonawanda,NY,unknown,0.0,,,1
osm:node/10145442139,osm,Pomodoro's Pasta & Pizza,41.740267,-74.0828045,,,,unknown,0.0,,,1
osm:node/10147269519,osm,Mario's Original,39.3631752,-76.6097905,Baltimore,baltimore,MD,unknown,0.0,,https://www.mariosoriginal.com/,1
osm:node/10147997821,osm,Blackjack Pizza,39.9543457,-104.9838014,Thornton,thornton,CO,unknown,0.0,,,1
osm:node/10148735756,osm,Rosati's,41.8795053,-87.800562,Oak Park,oak park,IL,unknown,0.0,,,1
osm:node/1014926508,osm,Papa Murphy's,38.9921054,-105.0485994,,,,unknown,0.0,,,1
osm:node/1014926732,osm,Domino's,38.9936296,-105.059631,Woodland Park,woodland park,CO,unknown,0.0,,https://pizza.dominos.com/colorado/woodland-park/605-midland-ave,1
osm:node/10151666949,osm,Carnegie Pizza,40.755372,-73.9877527,New York,new york,NY,unknown,0.0,,,1
osm:node/10151684347,osm,Alessio's Cafe,40.7438372,-74.0316294,Hoboken,hoboken,NJ,unknown,0.0,,,1
osm:node/10152391440,osm,Pizza Hut Express,41.5043442,-74.220524,Montgomery,montgomery,NY,unknown,0.0,,https://locations.pizzahut.com/ny/montgomery/125-neelytown-road,1
osm:node/10152452467,osm,Andalus Cafe and Pizza,42.3410693,-71.1468649,,,,unknown,0.0,,,1
osm:node/10153295625,osm,Pizza Pipeline,47.6708068,-117.4117597,,,,unknown,0.0,,,1
osm:node/10155118958,osm,Omega Pizza,42.0626016,-71.3309697,,,,unknown,0.0,,,1
osm:node/10155740446,osm,Krazy Chicken & Pizza,40.681804,-73.9286925,,,,unknown,0.0,,,1
osm:node/10155740457,osm,Crown Chicken & Pizza,40.6856143,-73.9149283,,,,unknown,0.0,,,1
osm:node/10157857832,osm,Fellini Pizzeria,41.7653507,-71.3904098,,,,unknown,0.0,,,1
osm:node/10158869637,osm,Mountain Mike's,37.5445195,-121.9813827,,,,unknown,0.0,,,1
osm:node/10159696883,osm,Round Table Pizza,33.740387,-117.8207535,,,,unknown,0.0,,,1
osm:node/10160040956,osm,Romina's Fast Pizza,37.2956473,-122.031377,,,,unknown,0.0,,,1
osm:node/10160105086,osm,Papa Murphy's,38.678383,-121.7829479,,,,unknown,0.0,,,1
osm:node/10160314828,osm,Wize Guys,40.8910107,-74.1459059,,,,unknown,0.0,,http://clifton.wizeguyspizza.com/,1
osm:node/10160413199,osm,Papa Murphy's,39.0333727,-122.9163021,,,,unknown,0.0,,,1
osm:node/10160671521,osm,Ramona Lisa's Pizza and Subs,33.006151,-116.8184987,Ramona,ramona,CA,unknown,0.0,,https://www.ramonalisapizzasubs.com/,1
osm:node/10163912922,osm,Papa John's,39.1034091,-84.5163336,Cincinnati,cincinnati,OH,unknown,0.0,,https://locations.papajohns.com/united-states/oh/45202/cincinnati/132-w-7th-st,1
osm:node/10164097240,osm,Domino's,40.8655393,-73.9854116,Leonia,leonia,NJ,unknown,0.0,,https://pizza.dominos.com/new-jersey/leonia/440-broad-ave,1
osm:node/10164098334,osm,Jonna's Bar & Grill,42.5111144,-83.6143072,,,,unknown,0.0,,https://www.jonnasbarandgrill.com/,1
osm:node/10164930457,osm,Shane's Pizza and Pints,33.0970834,-117.2002284,San Marcos,san marcos,CA,unknown,0.0,,,1
osm:node/10169914591,osm,Godfather's Pizza,40.9318657,-90.9483176,Oquawka,oquawka,IL,unknown,0.0,,https://godfathers.com/home,1
osm:node/10170216900,osm,Pizza Hut,32.6608062,-116.9707391,Chula Vista,chula vista,CA,unknown,0.0,,https://locations.pizzahut.com/ca/chula-vista/2326-proctor-valley-rd,1
osm:node/10170216906,osm,Pizzo's Pizzeria and Wine Bar,32.6614881,-116.9706158,Chula Vista,chula vista,CA,unknown,0.0,,,1
osm:node/10170751906,osm,Pizza Patron,33.5372598,-112.0991115,,,,unknown,0.0,,,1
osm:node/10171896748,osm,Mountain Mikes,37.6639009,-120.9774714,,,,unknown,0.0,,,2
osm:node/10172171327,osm,Wurlitzer Pizza Co.,43.0610301,-78.8653249,North Tonawanda,north tonawanda,NY,unknown,0.0,,,1
osm:node/10172624464,osm,Rosati's,41.7695415,-87.8865536,,,,unknown,0.0,,,1
osm:node/10173866625,osm,Mioposto,47.5841826,-122.3866147,Seattle,seattle,WA,unknown,0.0,,https://www.miopostopizza.com/admiral,1
osm:node/10177499336,osm,Mickey's Pizza,42.2343935,-83.17975,Lincoln Park,lincoln park,MI,unknown,0.0,,,1
osm:node/10177499368,osm,Saroki's,42.2488472,-83.4246743,Romulus,romulus,MI,unknown,0.0,,,1
osm:node/10178282204,osm,T-Dub's,43.3285401,-83.7394286,Frankenmuth,frankenmuth,MI,unknown,0.0,,https://www.t-dubs.com/,1
osm:node/1017874322,osm,Papa Murphy's,38.7901565,-121.2789335,,,CA,unknown,0.0,,,1
osm:node/10179185203,osm,Willington Pizza Too,41.879731,-72.3033493,,,,unknown,0.0,,,1
osm:node/10180090933,osm,Fresh Brothers,34.0531961,-118.4667851,,,,unknown,0.0,,,1
osm:node/10180090938,osm,Pizzana,34.0533362,-118.4660411,,,,unknown,0.0,,,1
osm:node/10181091556,osm,iPie Pizzeria,43.6540839,-72.7902459,Killington,killington,VT,unknown,0.0,,http://www.ipiepizzeria.com,1
osm:node/10181778382,osm,Emiliano's Pizza,41.7056792,-73.9348328,Poughkeepsie,poughkeepsie,NY,unknown,0.0,,https://www.emilianospizza.com/,1
osm:node/10183653501,osm,Ledo Pizza,39.1308169,-76.742068,Hanover,hanover,,unknown,0.0,,,1
osm:node/10183940447,osm,Oh Pizza and Wings,40.1341962,-83.0148672,Columbus,columbus,OH,unknown,0.0,,https://ohpizzabrew.com/,1
